show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int
8191,Movie,The Angry Birds Movie 2,"Thurop Van Orman, John Rice",Jason Sudeikis,"Finland, United States",2020-02-27,2019,PG,97 min,"Children & Family Movies, Comedies",Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe that’s threatening all of their homes.,97
8192,Movie,The Animal People,"Denis Hennelly, Casey Suchan",Unknown,United States,2020-03-11,2019,TV-MA,97 min,Documentaries,Animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement.,97
8193,Movie,The Ant's Scream,Sameh Abdulaziz,Amr Abdel-Geleel,Egypt,2019-06-13,2010,TV-14,108 min,"Comedies, Dramas, International Movies","Released after being wrongly imprisoned in Iraq, an Egyptian contractor returns home to a country on the brink of revolution.",108
8195,Movie,The Apostate,Federico Veiroj,Álvaro Ogalla,"Spain, France, Uruguay",2017-05-10,2015,TV-MA,80 min,"Comedies, Dramas, International Movies",A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts.,80
8196,Movie,The Art of the Steal,Jonathan Sobol,Kurt Russell,"Canada, United States",2018-12-08,2013,R,90 min,"Action & Adventure, Comedies, Independent Movies","Crunch Calhoun, a daredevil motorcyclist and mostly reformed con artist, agrees to do one last job: helping his brother Nicky steal a priceless book.",90
8197,Movie,The Art of War,Christian Duguay,Wesley Snipes,"United States, Canada",2020-07-01,2000,R,117 min,Action & Adventure,"Framed for the murder of an ambassador, a former member of the United Nations' elite covert action unit will do whatever it takes to clear his name.",117
8198,Movie,The Assignment,Walter Hill,Michelle Rodriguez,"France, Canada, United States",2020-03-15,2016,R,95 min,Action & Adventure,A hitman has his body surgically altered into a woman's against his will. Now he has to track down the surgeon responsible and get his revenge.,95
8199,Movie,The Autopsy of Jane Doe,André Øvredal,Emile Hirsch,"United Kingdom, United States",2018-12-30,2016,R,86 min,"Horror Movies, Independent Movies, Thrillers",A father-son team of small-town coroners performs an autopsy on an unidentified woman with mysterious injuries and a terrifying secret.,86
8201,Movie,The Bachelors,Kurt Voelker,J.K. Simmons,United States,2018-02-21,2017,TV-14,100 min,Dramas,"After the death of his wife, a teacher and his son move to a new city, where emotional connections with two women help them begin to heal.",100
8202,Movie,The Bad Education Movie,Elliot Hegarty,Jack Whitehall,United Kingdom,2018-12-15,2015,TV-MA,87 min,Comedies,"Britain's most ineffective but caring teacher takes his class to Cornwall for one last school trip, where anything could happen –
 and probably will.",87
8203,Movie,The Bad Kids,"Keith Fulton, Louis Pepe",Unknown,United States,2017-04-01,2016,TV-MA,101 min,Documentaries,"In this documentary, teachers at a Mojave Desert high school adhere to a belief that compassion and life skills can profoundly help at-risk students.",101
8204,Movie,The Bare-Footed Kid,Johnnie To,Aaron Kwok,Hong Kong,2018-08-16,1993,TV-14,83 min,"Action & Adventure, International Movies","While working at a family friend's business, a penniless orphan draws the attention of a corrupt competitor and is torn between divided loyalties.",83
8205,Movie,The Basement,"Brian M. Conley, Nathan Ives",Mischa Barton,United States,2019-04-09,2018,TV-MA,89 min,"Horror Movies, Thrillers","Known for tortuous role-play with victims in his basement, a twisted serial killer abducts a musician who has a deeper connection to his mind games.",89
8206,Movie,The Battle of Midway,John Ford,Henry Fonda,United States,2017-03-31,1942,TV-14,18 min,"Classic Movies, Documentaries","Director John Ford captures combat footage of the Battle of Midway, an air and sea campaign that was a turning point in the war in the Pacific.",18
8208,TV Show,The Beginning of Life: The Series,Estela Renner,Unknown,Brazil,2016-11-11,2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Using breakthroughs in technology and neuroscience, this series examines how environment affects infants – and how infants can affect our future.",1
8211,Movie,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,Tommy Avallone,Tommy Avallone,United States,2018-12-31,2018,TV-MA,72 min,Documentaries,"This documentary highlights spontaneous encounters with the elusive, comedic veteran, who touches lives by simply showing up anywhere.",72
8212,Movie,The Black Room,Rolfe Kanefsky,Natasha Henstridge,United States,2017-08-07,2016,TV-MA,95 min,Horror Movies,A couple's new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement.,95
8213,Movie,The Blackcoat's Daughter,Osgood Perkins,Emma Roberts,"Canada, United States",2019-05-18,2015,R,95 min,"Horror Movies, Independent Movies, Thrillers","When their parents fail to pick them up for winter break, two students stay on at an all-girls boarding school in the company of a terrible presence.",95
8214,Movie,The Bleeder,Philippe Falardeau,Liev Schreiber,United States,2019-03-29,2016,R,98 min,"Dramas, Sports Movies","Husband. Father. Fighter. Meet Chuck Wepner, the liquor salesman and self-proclaimed real-life inspiration behind Rocky Balboa.",98
8215,TV Show,The Blue Planet: A Natural History of the Oceans,Alastair Fothergill,David Attenborough,United Kingdom,2015-10-10,2001,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities.",1
8216,Movie,The Bomb,"Kevin Ford, Smriti Keshari, Eric Schlosser",Unknown,United States,2017-08-01,2016,TV-14,59 min,Documentaries,"Form, montage and mesmerizing kinetics propel this experimental meditation on the destructive power of the nuclear bomb, featuring music by The Acid.",59
8218,Movie,The Book of Eli,"Albert Hughes, Allen Hughes",Denzel Washington,United States,2019-07-01,2010,R,118 min,"Action & Adventure, Sci-Fi & Fantasy","Determined to protect a sacred text that promises to save humanity, Eli goes on a quest westward across the barren, postapocalyptic country.",118
8219,Movie,The Boss's Daughter,Olivier Loustau,Christa Théret,France,2017-03-10,2015,TV-MA,98 min,"Dramas, International Movies, Romantic Movies","While working together, a married textile foreman and his boss’s daughter have a torrid love affair, stirring up hostility among the factory crew.",98
8220,Movie,The Bounty Hunter,Andy Tennant,Jennifer Aniston,United States,2019-10-01,2010,PG-13,111 min,"Action & Adventure, Comedies, Romantic Movies","Bounty hunter Milo Boyd finds his latest assignment downright satisfying as he learns that the bail-jumper he must chase down is his ex-wife, Nicole.",111
8221,Movie,The Box,Richard Kelly,Cameron Diaz,United States,2019-06-01,2009,PG-13,116 min,"Sci-Fi & Fantasy, Thrillers",A couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger.,116
8222,Movie,The Boy,William Brent Bell,Jim Norton,"United States, Canada, China",2020-06-01,2016,PG-13,97 min,"Horror Movies, Independent Movies, Thrillers",A nanny is hired by a couple to look after their boy. She's shocked to learn that her charge is actually a doll that the couple treats like a human.,97
8223,Movie,The Boy in the Striped Pajamas,Mark Herman,Asa Butterfield,"United Kingdom, United States",2019-01-01,2008,PG-13,95 min,"Dramas, Independent Movies, International Movies","When his family moves from Berlin to Poland, a young boy befriends a boy who lives on the other side of the fence, unaware he's a Jewish prisoner.",95
8224,Movie,The Brave One,Neil Jordan,Jodie Foster,United States,2019-11-01,2007,R,122 min,"Dramas, Thrillers",New York City radio host Erica Bain decides to take the law into her own hands after losing her fiancé in a brutal Central Park attack.,122
8225,Movie,The Brawler,Ken Kushner,Zach McGowan,United States,2019-05-18,2019,TV-MA,95 min,"Dramas, Independent Movies, Sports Movies","Newly famous after challenging Muhammad Ali for a championship title, boxer Chuck Wepner spirals down the slippery slope of being a celebrity.",95
8226,Movie,The Breadwinner,Nora Twomey,Saara Chaudry,"Ireland, Canada, Luxembourg, United States, United Kingdom, Philippines, India",2018-02-20,2017,PG-13,93 min,"Children & Family Movies, Dramas, International Movies",A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.,93
8227,Movie,The Break-Up,Peyton Reed,Vince Vaughn,United States,2019-07-16,2006,PG-13,107 min,"Comedies, Dramas, Romantic Movies",Cohabitating couple Gary and Brooke's petty spats turn into an all-out battle for their home condo.,107
8228,Movie,The Bridge,Kunle Afolayan,Chidinma Ekile,Nigeria,2019-09-01,2017,TV-14,119 min,"Dramas, International Movies, Romantic Movies",A Yoruba prince and a young lady from a prominent Igbo family face tribal prejudice and parental pressure when they secretly wed.,119
8229,Movie,The Brothers Grimm,Terry Gilliam,Matt Damon,"United States, Czech Republic, United Kingdom",2019-07-01,2005,PG-13,119 min,"Action & Adventure, Sci-Fi & Fantasy","Brothers Jake and Will Grimm travel from village to village, posing as exterminators of magical creatures. But in reality, they're expert con artists.",119
8230,Movie,The Bucket List,Rob Reiner,Jack Nicholson,United States,2019-10-01,2007,PG-13,97 min,"Comedies, Dramas",Two terminally ill men bust out of the cancer ward with a plan to experience life to the fullest before they kick the bucket.,97
8233,Movie,The Bye Bye Man,Stacy Title,Douglas Smith,"United States, China",2019-04-01,2017,PG-13,96 min,"Horror Movies, Thrillers",Three college students move into an off-campus house and discover they've unwittingly unleashed a supernatural killer known as the Bye Bye Man.,96
8234,Movie,The Bygone,"Graham Phillips, Parker Phillips",Graham Phillips,United States,2020-03-23,2019,TV-MA,106 min,"Independent Movies, Thrillers","His way of life under threat due to the oil fracking boom, a young rancher defends a Lakota woman and becomes entangled in human trafficking.",106
8235,Movie,The Cakemaker,Ofir Raul Graizer,Sarah Adler,"Israel, Germany",2018-12-04,2017,TV-14,109 min,"Dramas, Independent Movies, International Movies","When a German baker travels to Jerusalem in search of his dead male lover’s family, his growing involvement with them may expose his truth.",109
8236,TV Show,The Calling,Bumpy,Unknown,India,2019-04-01,2018,TV-MA,1 Season,"International TV Shows, Reality TV","Food-crazed travel junkies journey across India, completing bucket list challenges for a chance to win a once-in-a-lifetime scholarship.",1
8237,Movie,The Captive,Atom Egoyan,Ryan Reynolds,Canada,2018-07-20,2014,R,112 min,"Dramas, Thrillers","Eight years after their daughter's abduction tore them apart, her parents receive enigmatic clues from the kidnapper hinting that she's still alive.",112
8238,Movie,The Car,Elliot Silverstein,James Brolin,United States,2020-06-01,1977,PG,96 min,"Cult Movies, Horror Movies","In his small Southwestern town, sheriff Wade Parent must find out who — or what — is running people down via a mysterious, driverless black sedan.",96
8239,Movie,The Carter Effect,Sean Menard,Vince Carter,United States,2018-05-01,2017,TV-MA,60 min,"Documentaries, Sports Movies","Featuring eight-time NBA All-Star Vince Carter, this documentary takes an in-depth look at his impact on pop culture and the Canadian basketball scene.",60
8240,Movie,The Case for Christ,Jon Gunn,Mike Vogel,United States,2017-11-21,2017,TV-PG,113 min,"Dramas, Faith & Spirituality","Bothered by his wife's unyielding belief in Christianity, an investigative reporter sets out to use verifiable facts to poke holes in her faith.",113
8241,Movie,The Cell,Tarek Al Eryan,Ahmed Ezz,Egypt,2019-06-13,2017,TV-MA,126 min,"Action & Adventure, Dramas, International Movies",A special operations officer vows to get revenge against the terrorist who killed his friend in a brutal attack.,126
8242,Movie,The CEO,Kunle Afolayan,Wale Ojo,Nigeria,2019-09-01,2016,TV-14,109 min,"Dramas, International Movies, Thrillers",A group of executives heads to a telecommunications retreat to pick the firm's new CEO until they find themselves in a contest to win – and stay alive.,109
8243,Movie,The Charnel House,Craig Moss,Callum Blue,United States,2017-02-04,2016,R,93 min,"Horror Movies, Thrillers","After an architect transforms a slaughterhouse into trendy lofts, its new inhabitants discover that the structure is haunted by its evil past.",93
8245,Movie,The Chord,Magdy Al-Hawwary,Mostafa Shaban,Egypt,2019-06-20,2010,TV-MA,101 min,"Dramas, International Movies, Music & Musicals","A detective investigates the murder of a young musician, whose philandering lifestyle leaves a long list of suspects and a lot of questions.",101
8246,Movie,The Chosen,Antonio Chavarrías,Alfonso Herrera,"Spain, Mexico",2017-04-14,2016,TV-14,111 min,"Dramas, International Movies, Thrillers","In 1937, Spanish revolutionary Ramón trains as a Soviet spy, impersonating a wealthy Belgian as part of a plot to assassinate Leon Trotsky in Mexico.",111
8247,Movie,The Chosen Ones,David Pablos,Nancy Talamantes,"Mexico, France",2016-05-08,2015,TV-MA,107 min,"Dramas, Independent Movies, International Movies","Young Ulises falls in love with teen Sofia, even as he is forced to lure her into his family's prostitution ring. Now he'll do anything to rescue her.",107
8248,Movie,The Christmas Candle,John Stephenson,Hans Matheson,"United Kingdom, United States",2019-11-01,2013,PG,100 min,"Dramas, Faith & Spirituality",A progressive new minister's arrival in a small village threatens to end an age-old tradition that brings a yuletide miracle to one of the residents.,100
8249,Movie,The Christmas Project,Michael Buster,Jacob Buster,United States,2019-03-01,2016,TV-PG,92 min,"Children & Family Movies, Comedies",Four brothers prepare for war when they're forced to deliver secret holiday gifts to the school bullies. But they soon learn kindness goes a long way.,92
8250,Movie,The Cincinnati Kid,Norman Jewison,Steve McQueen,United States,2019-11-01,1965,TV-14,103 min,"Classic Movies, Dramas","In Depression-era New Orleans, cocksure stud poker player Eric Stoner – the titular Cincinnati Kid – challenges longtime champ Lancey ""The Man"" Howard to a showdown at the table, where a war of wills – and nerve – ensues.",103
8252,Movie,The Company Men,John Wells,Ben Affleck,United States,2018-07-28,2010,R,105 min,"Dramas, Independent Movies",A successful businessman comes face-to-face with America's downsizing epidemic when he loses his job and is forced to take a construction gig.,105
8253,Movie,The Competition,Harvey Lowry,Thora Birch,United States,2019-07-23,2018,TV-14,103 min,"Comedies, Romantic Movies","After developing an ""infidelity formula"" said to repel cheating, a popular blogger crosses paths with a charming lawyer willing to put it to the test.",103
8254,Movie,The Confirmation,Bob Nelson,Clive Owen,Canada,2019-02-06,2016,PG-13,101 min,"Comedies, Dramas, Independent Movies",A divorced handyman with a drinking problem bonds with his 8-year-old son when a search for his stolen toolbox leads to a series of misadventures.,101
8255,Movie,The Congress,Ari Folman,Robin Wright,"Israel, Germany, Poland, Luxembourg, Belgium, France, United States",2019-08-23,2013,TV-MA,123 min,"Dramas, International Movies, Sci-Fi & Fantasy",Actress Robin Wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films.,123
8256,Movie,The Consul's Son,Amr Arafa,Khaled Saleh,Egypt,2019-04-25,2011,TV-14,114 min,"Comedies, International Movies, Thrillers",A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse.,114
8257,Movie,The Craft,Andrew Fleming,Robin Tunney,United States,2020-01-01,1996,R,101 min,"Horror Movies, Thrillers","At a Catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents.",101
8259,Movie,The Croods,"Kirk De Micco, Chris Sanders",Nicolas Cage,United States,2019-07-29,2013,PG,99 min,"Children & Family Movies, Comedies","When an earthquake obliterates their cave, an unworldly prehistoric family is forced to journey through unfamiliar terrain in search of a new home.",99
8260,Movie,The Crow,Alex Proyas,Brandon Lee,United States,2019-01-01,1994,R,102 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","One year after Eric Draven and his fiancée are murdered, Draven – watched over by a hypnotic crow – returns from the grave to exact revenge.",102
8261,Movie,The Cruise,Marek Piwowski,Jan Himilsbach,Poland,2019-10-01,1970,TV-PG,66 min,"Comedies, Cult Movies, International Movies","When the captain of a pleasant cruise ship mistakes a mischievous stowaway the entertainment director, wild and wacky hijinks ensue.",66
8262,Movie,The Crying Game,Neil Jordan,Stephen Rea,"United Kingdom, Japan, United States",2020-01-01,1992,R,112 min,"Classic Movies, Independent Movies, Thrillers","IRA terrorist Fergus bonds with his prisoner, Jody. Jody tells Fergus of his girlfriend, Dil, with whom Fergus later falls in love.",112
8264,Movie,The D Train,"Jarrad Paul, Andrew Mogel",Jack Black,"United Kingdom, United States",2017-04-02,2015,R,101 min,Comedies,A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend.,101
8265,Movie,The Damned Rain,Satish Manwar,Sonali Kulkarni,India,2018-01-01,2009,TV-14,99 min,"Dramas, International Movies","An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him.",99
8266,Movie,The Dancer,Ifa Isfansyah,Prisia Nasution,Indonesia,2018-12-08,2011,TV-MA,105 min,"Dramas, International Movies, Romantic Movies","Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer.",105
8267,Movie,The Dark Crystal,"Frank Oz, Jim Henson",Jim Henson,"United States, United Kingdom",2019-05-01,1982,PG,93 min,Children & Family Movies,"In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror.",93
8268,Movie,The Dark Side of Life: Mumbai City,Tariq Khan,Mahesh Bhatt,India,2019-12-31,2018,TV-MA,121 min,"Dramas, International Movies","Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point.",121
8270,Movie,The Daughter,Simon Stone,Geoffrey Rush,Australia,2017-04-26,2015,TV-MA,95 min,Dramas,"Having returned home for his cagey father's wedding, an estranged man gets to know his childhood friend's family and uncovers a devastating secret.",95
8271,Movie,The Dawn Wall,"Peter Mortimer, Josh Lowell",Tommy Caldwell,"Austria, United States",2019-03-04,2017,TV-MA,100 min,"Documentaries, Sports Movies",Cameras follow Tommy Caldwell and Kevin Jorgeson as they take on the staggering challenge of free-climbing Yosemite’s most formidable rock formation.,100
8273,Movie,The Departed,Martin Scorsese,Leonardo DiCaprio,"United States, Hong Kong",2021-01-01,2006,R,151 min,"Dramas, Thrillers",Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,151
8274,Movie,The Desert Bride,"Cecilia Atán, Valeria Pivato",Paulina García,"Argentina, Chile",2018-11-08,2017,TV-14,78 min,"Dramas, International Movies","While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities.",78
8275,Movie,The Detained,Blair Hayes,Alex Frnka,United States,2019-02-15,2017,TV-14,85 min,"Horror Movies, Thrillers",Five high school students serving Saturday detention in a former corrections facility must find a way to outsmart an unseen menace out to kill them.,85
8276,Movie,The Devil and Father Amorth,William Friedkin,Unknown,"Italy, United States",2018-07-23,2017,TV-PG,69 min,"Documentaries, Horror Movies","In Rome, ""Exorcist"" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town.",69
8277,Movie,The Devil Inside,William Brent Bell,Fernanda Andrade,United States,2019-11-20,2012,R,84 min,"Horror Movies, Thrillers","At once spooky and grisly, this thriller follows a woman's quest to find the truth behind claims her mother killed three people during an exorcism.",84
8279,Movie,The Devil We Know,"Stephanie Soechtig, Jeremy Seifert",Unknown,United States,2019-01-15,2018,TV-14,88 min,Documentaries,This documentary details DuPont's alleged decades-long cover-up of the potential harm caused by chemicals used to make popular Teflon products.,88
8280,Movie,The Diabolical,Alistair Legrand,Ali Larter,United States,2018-08-01,2015,TV-MA,86 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers","Terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help.",86
8281,Movie,The Dreamer,Riri Riza,Vikri Septiawan,Indonesia,2018-10-04,2009,TV-PG,121 min,"Dramas, International Movies","A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them.",121
8282,Movie,The Drowning,Bette Gordon,Josh Charles,"United States, Hong Kong",2017-09-01,2016,TV-MA,99 min,Thrillers,"Child psychologist Tom Seymour's testimony helped convict a boy of murder. Years later, their paths cross again, raising uncomfortable questions.",99
8284,Movie,The Duel,Kieran Darcy-Smith,Woody Harrelson,United States,2019-06-02,2016,R,110 min,Dramas,"In 1866, a Texas Ranger investigates some suspicious deaths in a town ruled by a religious despot whose past contains a disturbing link to his own.",110
8285,Movie,The Dukes of Hazzard,Jay Chandrasekhar,Johnny Knoxville,United States,2020-01-01,2005,PG-13,104 min,"Action & Adventure, Comedies","The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger.",104
8286,Movie,The Dukes of Hazzard: The Beginning,Robert Berlinger,Randy Wayne,United States,2020-01-01,2007,R,95 min,"Action & Adventure, Comedies","The mischievous Duke boys, Bo and Luke, are sent to live with their Uncle Jesse and cousin Daisy in this prequel movie to the popular TV series.",95
8287,Movie,The Eichmann Show,Paul Andrew Williams,Martin Freeman,"United Kingdom, Lithuania",2017-08-31,2015,TV-MA,96 min,"Dramas, International Movies",This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.,96
8289,Movie,The End of the Tour,James Ponsoldt,Jason Segel,United States,2018-07-26,2015,R,106 min,"Dramas, Independent Movies","""Rolling Stone"" reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter.",106
8290,Movie,The Endless,"Justin Benson, Aaron Moorhead",Aaron Moorhead,United States,2018-09-19,2017,TV-MA,112 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers","As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.",112
8291,Movie,The Evil Dead,Sam Raimi,Bruce Campbell,United States,2020-01-10,1981,TV-MA,85 min,"Classic Movies, Cult Movies, Horror Movies","During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi's cult classic.",85
8292,Movie,The Exception,David Leveaux,Lily James,"United Kingdom, United States",2019-07-26,2016,R,107 min,"Dramas, Romantic Movies","During World War II, a Nazi officer charged with protecting an exiled Kaiser Wilhelm II from spies begins a steamy affair with a secretive Dutch maid.",107
8293,Movie,The Eyes of My Mother,Nicolas Pesce,Kika Magalhães,United States,2017-04-06,2016,R,76 min,"Horror Movies, Independent Movies","At the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence.",76
8294,TV Show,The Fear,Michael Samuels,Peter Mullan,United Kingdom,2017-03-31,2012,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas","Richie Beckett is an aging Brighton crime boss who's struggling with the onset of dementia, just as a rival gang is trying to take over his territory.",1
8295,Movie,The Fear of 13,David Sington,Unknown,United Kingdom,2016-06-01,2015,TV-MA,95 min,"Documentaries, International Movies","After 20 years on Death Row, self-educated inmate Nick petitions the court to be executed, then tells his twisting, turning tale of despair and hope.",95
8296,Movie,The Feels,Jenée LaMarque,Jenée LaMarque,United States,2018-07-01,2018,TV-MA,88 min,"Comedies, Independent Movies, LGBTQ Movies","During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm.",88
8297,Movie,The Fighter,David O. Russell,Mark Wahlberg,United States,2019-01-13,2010,R,116 min,"Dramas, Sports Movies","After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist.",116
8298,Movie,The Figurine (Araromire),Kunle Afolayan,Ramsey Nouah,Nigeria,2019-10-01,2009,TV-14,121 min,"Horror Movies, International Movies, Thrillers","When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them – until luck starts running out.",121
8299,Movie,The Final Destination,David R. Ellis,Bobby Campo,United States,2020-01-01,2009,R,82 min,Horror Movies,"Nick O'Bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans.",82
8300,Movie,The First Line,"Coerte Voorhees, John Voorhees",Pantelis Kodogiannis,"United States, Greece, United Kingdom",2016-09-20,2014,TV-14,87 min,"Dramas, Independent Movies",Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.,87
8301,Movie,The First Temptation of Christ,Rodrigo Van Der Put,Gregorio Duvivier,Brazil,2019-12-03,2019,TV-MA,46 min,"Comedies, International Movies","Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family. A Christmas special so wrong, it must be from comedians Porta dos Fundos.",46
8302,Movie,The First Wives Club,Hugh WIlson,Bette Midler,United States,2019-11-20,1996,PG,103 min,Comedies,"Following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes.",103
8303,TV Show,The Five,Mark Tonderai,Tom Cullen,United Kingdom,2017-09-15,2016,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas","Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman's murder, baffling his family and the police.",1
8304,Movie,The Five Venoms,Cheh Chang,Philip Kwok,Hong Kong,2018-07-31,1978,R,97 min,"Action & Adventure, Cult Movies, International Movies",A dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.,97
8305,Movie,The Flintstones,Brian Levant,John Goodman,United States,2019-10-01,1994,PG,91 min,"Children & Family Movies, Comedies",The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.,91
8306,Movie,The Flintstones in Viva Rock Vegas,Brian Levant,Mark Addy,United States,2019-10-01,2000,PG,91 min,"Children & Family Movies, Comedies, Romantic Movies","Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage.",91
8307,Movie,The Flying Guillotine,Meng Hua Ho,Kuan Tai Chen,Hong Kong,2018-07-28,1975,TV-MA,101 min,"Action & Adventure, Dramas, International Movies","In Qing-dynasty China, the emperor commands that a weapon be invented to kill at a distance without a trace. Then he orders it used on its wielders.",101
8308,Movie,The Forbidden Kingdom,Rob Minkoff,Jackie Chan,"United States, China",2019-07-01,2008,PG-13,104 min,"Action & Adventure, Sci-Fi & Fantasy",Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.,104
8309,Movie,The Force,Peter Nicks,Unknown,United States,2018-01-29,2017,TV-MA,92 min,Documentaries,"This documentary follows the police of Oakland, California, as they reform and face the challenges of corruption, commitment and cataclysmic change.",92
8310,Movie,The Foreigner,Martin Campbell,Pierce Brosnan,"United Kingdom, China, United States, India",2020-02-14,2017,R,113 min,"Action & Adventure, International Movies","After his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to Ireland to take vengeance.",113
8311,Movie,The Forgotten,Oliver Frampton,Clem Tibber,United Kingdom,2017-09-11,2014,TV-MA,89 min,Horror Movies,"After a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend.",89
8313,Movie,The Founder,John Lee Hancock,Laura Dern,"United States, Greece",2020-08-21,2016,PG-13,115 min,Dramas,"After a fateful encounter with the McDonald brothers, struggling salesman Ray Kroc becomes driven to change the way hamburgers are made and sold.",115
8314,Movie,The Free Man,Toa Fraser,Jossi Wells,New Zealand,2017-10-01,2016,TV-PG,84 min,"Documentaries, Sports Movies",Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.,84
8315,Movie,The Frozen Ground,Scott Walker,Nicolas Cage,United States,2020-08-27,2013,R,106 min,"Dramas, Thrillers","In this fact-based thriller, an Alaska state trooper pursuing a serial killer teams with a 17-year-old-prostitute who escaped the predator's clutches.",106
8318,Movie,The Gathering,Nia Dinata,Cut Mini Theo,Indonesia,2018-12-08,2003,TV-14,124 min,"Comedies, Dramas, International Movies","Between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem.",124
8319,Movie,The Gentleman Driver,Mario Mattei,Unknown,United States,2019-01-31,2018,TV-MA,83 min,"Documentaries, Sports Movies","This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track.",83
8320,Movie,The Ghost Who Walks,Cody Stokes,Garland Scott,United States,2020-04-07,2019,TV-MA,107 min,"Dramas, Independent Movies, Thrillers","Desperate to meet his daughter, a convict cuts a deal by ratting out his old boss. Free and searching for his family, he must dodge a hit on his life.",107
8321,Movie,The Girl with the Dragon Tattoo,David Fincher,Daniel Craig,"United States, Sweden, Norway",2021-01-05,2011,R,158 min,"Dramas, Thrillers","When a young computer hacker is tasked with investigating a prying journalist, their separate missions become entangled amid a decades-old conspiracy.",158
8323,Movie,The Golem,"Doron Paz, Yoav Paz",Hani Furstenberg,Israel,2019-06-26,2018,TV-MA,95 min,"Horror Movies, Independent Movies, International Movies","As sickness spreads throughout the countryside, an infertile woman conjures a living child out of clay and sets it loose on her enemies.",95
